source,registration_no,firm_name,address,email,phone,mobile,website,products
MPEDA,KL1/ME/439/20,SAIT EXIM COMPANY,"13/829, Vikas Road, Karuvelipady Cochin - 680005 682005 Kerala",docsaitexim@gmail.com,9447123450,9447123450.0,,"Frozen:Fish Wild(FROZEN TUNA WHOLE ROUND,FROZEN TUNA WHOLE,FROZEN SWORD FISH,FROZEN SAIL FISH,FROZEN RIBBON FISH,FROZEN MACKEREL WHOLE ROUND,FROZEN SNAPPER FISH,FROZEN GROUPER FISH,FROZEN LEATHER JACKET FISH,FROZEN EMPEROR FISH,FROZEN MARLIN FISH) Frozen:Shrimp Wild(FROZEN THELLY SHRIMPS,FROZEN PUD SHRIMPS,FROZEN PD SHRIMPS,FROZEN KARIKKADI SHRIMPS,FROZEN POOVALAN SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN CUTTLE FISH WHOLE) Frozen:Squid(FROZEN SQUID WHOLE CLEANED,FROZEN SQUID WHOLE,FROZEN SQUID TUBE AND TENTACLES,FROZEN SQUID TUBES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS LONG ARMS,FROZEN OCTOPUS SHORT ARMS)"
MPEDA,KL1/ME/507/23,SANCHARY MARINE PRODUCTS AND TRANSPORTERS PRIVATE LIMITED,,info@sancharymarine.com,9349963598,9349963598.0,,
MPEDA,KL1/ME/500/23,SEA BLISS PRIVATE LIMITED,"16/1920(NEW),22/1379,EDAKOCHI, KOCHI,ERNAKULAM 682010 Kerala",seablissindia@gmail.com,9446509046,9447776046.0,WWW.SEABLISS.CO.IN,"Frozen:Fish Wild(FROZEN RIBBON FISH WHOLE,FROZEN MAHI MAHI WHOLE,FROZEN LEATHER JACKET WHOLE,FROZEN SCAD WHOLE,FROZEN INDIAN MACKERAL WHOLE,FROZEN SARDINE WHOLE,FROZEN LEATHER JACKET HEADLESS GUTTED,FROZEN RIBBON FISH,FROZEN LEATHER JACKET,FROZEN MAHI MAHI) Frozen:Shrimp Wild(FROZEN SHRIMP HEAD ON,FROZEN SHRIMP HEADLESS,FROZEN PUD SHRIMP,FROZEN PD SHRIMP) Frozen:Cuttlefish(FROZEN CUTTLE FISH,FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,INDIVIDUALLY FROZEN CUTTLEFISH WHOLE CLEANED,INDIVIDUALLY FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLEFISH ROE,FROZEN CUTTLEFISH INK,FROZEN CUTTLEFISH WINGS,FROZEN CUTTLE FISH FRAGMENTS,FROZEN CUTTLE FISH TENTACLE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE,FROZEN SQUID RINGS,FROZEN SQUID TENTACLE,INDIVIDUALLY FROZEN SQUID WHOLE,INDIVIDUALLY FROZEN SQUID WHOLE CLEANED) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS,FROZEN OCTOPUS GUTTED AND CLEANED) Frozen:Lobster(FROZEN LOBSTER WHOLE,INDIVIDUALLY FROZEN LOBSTER WHOLE,FROZEN LOBSTER HEADLESS) Frozen:Crab(FROZEN CRAB WHOLE,FROZEN CRAB CLAW,FROZEN CUT CRAB)"
MPEDA,KL1/ME/424/19,SEA HARVEST EXPORTS,"Jupiter Block -9E 17/600 Trinity World, Seaport Airport Road,Chithettukara Cochin 682037 Kerala",seaharvestexports@gmail.com,9526780428,9526780428.0,,
MPEDA,KL1/ME/465/22,SEALINE MARINE PRODUCTS PRIVATE LIMITED,"INDUSTRIAL ESTATE, AROOR 688534 Kerala",sealinearoor@gmail.com,9846103443,9846103443.0,,
MPEDA,KL1/ME/472/22,SUN AGRO EXIM,"18/1555, Pallichal Road Ernakulam 682005 Kerala",fcubebrand@yahoo.com,04842231671,9745318996.0,,"Frozen:Fish Wild(frozen red grouper head-on gutted,frozen sardine whole,frozen grouper gutted,frozen skip-jack tuna whole,frozen swordfish head-on gutted,frozen ribbon fish whole,frozen mahi-mahi whole,frozen mackerel whole,frozen pearlspot dressed,frozen anchovy dressed,frozen reefcod steaks,threadfin beam dressed,ribbon fish steaks,black pomfret steaks,sardine pan ready,mackerel pan ready,tuna steaks,cigar minnow whole) Frozen:Shrimp Wild(frozen PD vannamei shrimps,frozen PD argentina shrimps,black tiger easy peel shrimps,PUD red ring shrimps,headless shell-on shrimps,frozen HLSO shrimps,frozen shrimp ring,frozen PUD shrimps,frozen PD tail-on shrimps,frozen blanched PUD shrimps,frozen blanched PD tail-on shrimps) Frozen:Shrimp Aquaculture(frozen PD shrimps,frozen PUD shrimps,frozen PD Tail on shrimps,frozen Blanched PD shrimps,frozen Blanched PUD shrimps,frozen Blanched PD Tail on shrimps) Frozen:Cuttlefish(frozen cuttlefish whole cleaned,frozen baby cuttlefish whole cleaned IQF,frozen cuttlefish whole cleaned IQF,frozen cuttlefish strips,frozen cuttlefish tray pack,frozen blanched cuttlefish strips) Frozen:Squid(frozen squid whole cleaned IQF,frozen stuffed squid,frozen cleaned cut squid,frozen cut squid,frozen squid tubes,squid whole,frozen blanched squid tentacles,frozen blanched squid rings) Frozen:Octopus(frozen octopus gutted tray,frozen baby octopus gutted,frozen octopus gutted tray,frozen octopus ball,frozen octopus tray pack,frozen blanched octopus chopped)"
MPEDA,KL1/ME/527/25,THASLEES FRESH EXPORTS,"Building No. 30 C , Ward No.8, Pothukallu, Bhoodan Colony PO, Near Police Station, Malappuram 679334 Kerala",Tfex2000@gmail.com,9745578721,6235822000.0,,
MPEDA,KL1/ME/502/23,TRIUMPH OVERSEAS TRADING,"67/4919, PIONEER TOWERS, SHANMUGHAM ROAD, MENAKA, KOCHI, 682031 Kerala",triumphoverseastrading@gmail.com,9746233340,9746233340.0,www.triumphoverseastrading.com,"Frozen:Fish Wild(WHOLE,GILLED & GUTTED,HEADLESS,FILLET SKIN ON,FILLET SKIN OFF,LOINS,HEADLESS GUTTED) Frozen:Shrimp Wild(RAW BLOCK FROZEN H/O,RAW BLOCK FROZEN H/L,FANTAIL ROUND,PEELED AND UN DEVEINED,PEELED AND DEVEINED,SHELL ON,WHOLE) Frozen:Cuttlefish(FOZEN CUTTLE FISH WHOLE,INDIVIDUALLY FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED,INDIVIDUALLY FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH ROE,FROZEN CUTTLEFISH TENTACLE,FROZEN CUTTLEFISH INK,FROZEN CUTTLEFISH WINGS) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,INDIVIDUALLY FROZEN SQUID WHOLE,INDIVIDUALLY FROZEN SQUID WHOLE CLEANED,FROZEN SQUIUD TUBE,FROZEN SQUID TENTACLE) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS WHOLE GUTTED,FROZEN OCTOPUS GUTTED AND CLEANED,INDIVIDUALLY FROZEN OCTOPUS WHOLE GUTTED,FROZEN OCTOPUS WHOLE CLEANED ,CUT OPEN) Frozen:Lobster(INDIVIDUALLY FROZEN LOBSTER WHOLE,FROZEN LOBSTER MEAT,FROZEN LOBSTER HEADLESS) Frozen:Crab(FROZEN CRAB WHOLE,FROZEN CRAB CLAW,FROZEN CUT CRAB)"
MPEDA,KL1/ME/517/24,UNICUS AQUA PRODUCTS LLP,"PLOT No.65, DEVELOPMENT AREA AROOR 688534 Kerala",unicusaqua@gmail.com,09846103443,9846103443.0,,
MPEDA,KL1/ME/486/22,VK ASHARAF ENTERPRISES,"EP 11/418, VAADIYIL PEEDIKA, THALASSERY, KANNUR 670107 Kerala",vkasharafenterprises@gmail.com,9745462285,9745462285.0,,
MPEDA,KL1/ME/542/25,XANOTEC,"2nd Floor, Parayil Building Aranattukara Road, Poothole P.O. 680004 Kerala",xanotec@gmail.com,9072245857,9072245857.0,www.xanotec@gmail.com,
MPEDA,KL1/ME/531/25,ZOOM FISHERIES PRIVATE LIMITED,R PROPERTIES 10/1871 - A K K VISHWANATHAN ROAD KARUVELIPADY COCHIN 682005 Kerala,amanrazeem@zoomoverseas.com,9895053513,9447190046.0,,
MPEDA,KL1/MT/036/04,ABAD EXIM PVT. LTD,"Door No.40/1818, S.No.33, C-17,Bay Pride Mall, Marine Drive, Ernakulam 682031 Kerala",gm.exim@abadgroup.in,04842413010,9846042967.0,www.abad.co.in,"Frozen:Fish Wild(WHOLE/GUTTED/SCALE LESS/HLTL GUTTED,HLSLTL GUTTED/ FILLETS/STEAKS/CHUNKS) Frozen:Fish Aquaculture(FROZEN HEAD ON FISH,FROZEN HEAD ON GUTTED FISH,FROZEN HEAD LESS GUTTED FISH,FROZEN HEADLESS SCALELESS GUTTED FISH,FROZEN FISH FILLETS,FROZEN FISH STEAKS,FROZEN FISH CHUNKS,FROZEN FISH HEADLESS TAILLESS GUTTED) Frozen:Shrimp Wild(FROZEN HEAD ON SHRIMP,FROZEN HEAD LESS TAILON SHRIMP,FROZEN PUD SHRIMP,FROZEN PD SHRIMP) Frozen:Shrimp Aquaculture(FROZEN HEAD ON SHRIMP,FROZEN HEAD LESS TAILON SHRIMP,FROZEN PUD SHRIMP,FROZEN PD SHRIMP) Frozen:Cuttlefish(FROZEN CUTTLE FISH WHOLE,FROZEN CUTTLE FISH WHOLE CLEANED,FROZEN CUTTLE FISH STRIPS,FROZEN CUTTLE FISH FILLETS,FROZEN CUTTLE FISH ROE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBE & TENTACLES,FROZEN SQUID TUBES,FROZEN SQUID RINGS,FROZEN SQUID CHOPS,FROZEN RINGS & TENTACLES) Frozen:Octopus(WHOLE/WHOLE GUTTED/CHOPS) Frozen:Lobster(FROZEN LOBSTER TAILS,FROZEN LOBSTER) Frozen:Crab(WHOLE CRAB, CUT CRAB /IF SHATTER PACK,CLAWS)"
MPEDA,KL1/MT/054/05,ABAD FISHERIES PRIVATE LIMITED,"S-31/40/1818-C15, 1st floor Baypride Tower, Marine Drive Ernakulam 682031 Kerala",sheraz@abad.in,04844104000,9846044411.0,,"Frozen:Fish Wild(FROZEN FISH WHOLE ROUND/ HEADON GUTTED/ HEAD LESS/,FROZEN FISH HEADON GUTTED SCALE OFF/ FILLETS/,FROZEN FISH STEAKS/CHUNKS/LOINS/CUBES/PORTIONS) Frozen:Shrimp Wild(FROZEN WILD SHRIMP WHOLE/HEADLESS/PD/PUD) Frozen:Shrimp Aquaculture(FROZEN HOSO VANNAMEI SHRIMPS/HL VANNAMEI SHRIMPS/) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE /WHOLE CLEANED /STRIPS/ROE,FROZEN SOFT CUTTLEFISH WHOLE/ WHOLE CLEANED) Frozen:Squid(FROZEN SQUID WHOLE / WHOLE CLEANED/SQ RINGS/SQTN/,FROZEN SQ TUBES/ SQ TUBES FILLED WITH TENTACLES/) Frozen:Octopus(FROZEN OCTOPUS WHOLE/GUTTED/CLEANED/CUTPIECE/STRIP,roe) Frozen:Gastropod(FROZEN BAIGAI WHOLE) Frozen:Bivalves(FROZEN CLAM) Frozen:Lobster(FROZEN SLIPPERLOBSTER WHOLE/TAILS/MEAT,FROZEN DEEP SEA LOBSTER WHOLE/TAILS/MEAT) Frozen:Crab(FROZEN WHOLE AND CUT CRAB) Chilled:Fish Wild(CHILLED FISH WHOLE ROUND/ HEADON GUTTED/ HEAD LESS,CHILLED FISH HEAD ON GUTTED SCALE OFF,CHILLED FISH STEAKS,CHUNKS, LOINS CUBES, PORTIONS) Chilled:Shrimp Wild(CHILLED WILD SHRIMP WHOLE/HEADLESS/PD/PUD) Chilled:Cuttlefish(CHILLED CUTTLEFISH WHOLE /WHOLE CLEANED /STRIPS/RO,CHILLED SOFT CUTTLE FISH WHOLE & CLEANED) Chilled:Squid(CHILLED SQUID WHOLE / WHOLE CLEANED/SQ RINGS/SQTN/,CHILLED SQUID TUBE & TUBE FILLED WITH TENTACLES) Chilled:Octopus(CHILLEDOCTOPUS WHOLE/GUTTED/CLEANED/CUTPIECE/STRIP) Chilled:Lobster(CHILLED SLIPPERLOBSTER WHOLE/TAILS/MEAT,CHILLED DEEPSEA LOBSTER WHOLE)"
MPEDA,KL1/MT/135/05,ABAD OVERSEAS PRIVATE LIMITED,"40/1818,C16, Baypride Mall, Marine Drive, Kochi Ernakulam , Kerala 682031 Kerala",anwar@abad.in,04844104000,9846066644.0,www.abad.in,"Frozen:Shrimp Aquaculture(HEADON SHELLON VANNAMEI,HEADON SHELLON BLACK TIGER)"
MPEDA,KL1/MT/260/11,ABM MARINE PRODUCTS,19/2084-E Nambiampuram Road Palluruthy Cochin 682006 Kerala,abmarine@asianetindia.com,,9447025716.0,,"Frozen:Shrimp Wild(FROZEN SHRIMPS WHOLE SEACATCH) Frozen:Shrimp Aquaculture(FROZEN HEADLESS SHELLON SHRIMPS,FROZEN HEADON SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH TENTACLES,FROZEN CUTTLEFISH ROE,FROZEN CUTTLEFISH WHOLE CLEANED IF,FROZEN CLEANED CUTTLEFISH IF) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN SQUID TUBES,FROZEN SQUID STUFFED,FROZEN SQUID RINGS,FROZEN SQUID TENTACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED,FROZEN OCTOPUS GUTTED)"
MPEDA,KL1/MT/477/22,AI MARINE PRODUCTS INDIA PRIVATE LIMITED,"Plot No.32, KSIDC Industrial Growth Centre, Pallipuram Post, Cherthala, Alappuzha 688541 Kerala",aimarinefoodslab@gmail.com,9037383295,7736210663.0,,"Frozen:Fish Wild(INDIAN ORIGIN FROZEN SKIPJACK TUNA W/R,INDIAN ORIGIN FROZEN YELLOWFIN TUNA W/R,FROZEN INDIAN MACKEREL WHOLE,FROZEN LEATHER JACKET,FROZEN MAHI MAHI HGT,FROZEN SWORDFISH HGT,FROZEN RIBBON FISH,FROZEN RED SNAPPER) Frozen:Shrimp Aquaculture(FROZEN HLSO VANNAMEI SHRIMPS) Frozen:Cuttlefish(FROZEN CUTTLEFISH WHOLE,FROZEN CUTTLEFISH WHOLE CLEANED,FROZEN CUTTLEFISH ROE) Frozen:Squid(FROZEN SQUID WHOLE,FROZEN SQUID WHOLE CLEANED,FROZEN CUT SQUID,FROZEN SQUID PIN BOONELESS,FROZEN SQUID RINGS AND TENDACLES) Frozen:Octopus(FROZEN OCTOPUS WHOLE,FROZEN OCTOPUS WHOLE CLEANED)"
