factory,company,location,website,species,capacity,certifications,byproduct,confidence_species,confidence_capacity,confidence_certifications,confidence_byproduct,evidence_urls,notes,cfia_ref
"TRIPLE ""M"" SEAFOODS LIMITED (CFIA Ref #3348)","TRIPLE ""M"" SEAFOODS LIMITED","15 RALPHIES LANE, LITTLE RIVER HARBOUR, NS, B0W1B0, Canada",Unknown / not in CFIA list,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,,No website found via search backend,
TRANSFORMATION SEAFOODS INC. (CFIA Ref #6126),TRANSFORMATION SEAFOODS INC.,"39 MOOD MILL ROAD TUSKET, YARMOUTH, NS, B5A5J4, Canada",https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/ | https://app.tradeatlas.com/en/firms/transformation-seafoods-inc/00d2a8a89ed7f71d | https://gather.tracegains.com/market/supplier/ba74569d-edd5-4b43-a4a5-cbc502fdccfa | https://seafoodfromcanada.ca/listing/transformation-seafoods-inc | https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/product,Verified from website text extraction,
TRANSFORMATION SEAFOODS INC. (CFIA Ref #3722),TRANSFORMATION SEAFOODS INC.,"8483 HWY #3, CHARLESVILLE, NS, -, Canada",https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/ | https://app.tradeatlas.com/en/firms/transformation-seafoods-inc/00d2a8a89ed7f71d | https://gather.tracegains.com/market/supplier/ba74569d-edd5-4b43-a4a5-cbc502fdccfa | https://seafoodfromcanada.ca/listing/transformation-seafoods-inc | https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/product,Verified from website text extraction,
Transformation Seafoods Inc. (CFIA Ref #1E22),Transformation Seafoods Inc.,"53 STILLWATER DRIVE, Summerville, NS, B5A 5J4, Canada",https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/ | https://app.tradeatlas.com/en/firms/transformation-seafoods-inc/00d2a8a89ed7f71d | https://www.importgenius.com/importers/transformation-seafoods-inc | https://seafoodfromcanada.ca/listing/transformation-seafoods-inc | https://seafoodfromcanada.ca/listing/transformation-seafoods-inc/product,Verified from website text extraction,
TERRITORY SEAFOODS LTD. (CFIA Ref #6153),TERRITORY SEAFOODS LTD.,"8383 CROMPTON STREET, VANCOUVER, BC, V5X4J1, Canada",https://www.territoryseafoods.com/,"Salmon, Tuna, Halibut",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.territoryseafoods.com/ | https://www.territoryseafoods.com/about_us | https://www.cbsa-asfc.gc.ca/do-rb/offices-bureaux/1427-eng.html | https://www.territoryseafoods.com,Verified from website text extraction,
SYNERGY SEAFOODS LTD (CFIA Ref #6005),SYNERGY SEAFOODS LTD,"803 HIGHWAY 1, COMEAUVILLE, NS, B0W2Z0, Canada",https://synergyseafoods.com/,"Lobster, Groundfish (mixed)",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://synergyseafoods.com/ | https://www.novascotiaseafoodalliance.ca/synergy | https://m.facebook.com/synergyseafoods/about/?ref=page_internal | https://synergyseafoods.com,Verified from website text extraction,
SURF SEAFOODS (2016) LTD. (CFIA Ref #6049),SURF SEAFOODS (2016) LTD.,"16 COMMERCIAL STREET, PORT LA TOUR, NS, B0W2T0, Canada",https://seafoodfromcanada.ca/listing/surf-seafoods-2016-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/surf-seafoods-2016-ltd/ | https://www.novascotiaseafoodalliance.ca/surf-seafoods-2016-limited | https://www.yellowpages.ca/bus/Nova-Scotia/Upper-Port-la-Tour/Surf-Seafoods-Ltd/101437338.html | https://seafoodfromcanada.ca/listing/surf-seafoods-2016-ltd | https://seafoodfromcanada.ca/listing/surf-seafoods-2016-ltd/product,Verified from website text extraction,
STERLING SEAFOODS LTD./MOON DANCER 2023 (CFIA Ref #6224),STERLING SEAFOODS LTD./MOON DANCER 2023,"1055 LEE ROAD, PARKSVILLE, BC, V9K1S8, Canada",https://sterlingseafoods.ca/,"Shrimp/Prawn, Tuna",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://sterlingseafoods.ca/ | https://www.sterlingfoods.ca/contact | https://sterlingseafoods.ca/about-us/ | https://sterlingseafoods.ca | https://sterlingseafoods.ca/products,Verified from website text extraction,
ST. ANTHONY SEAFOODS LIMITED PARTNERSHIP (CFIA Ref #1074),ST. ANTHONY SEAFOODS LIMITED PARTNERSHIP,"240 B EAST STREET, ST. ANTHONY, NL, A0K4T0, Canada",https://seafoodfromcanada.ca/listing/st-anthony-seafoods-limited-partnership/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/st-anthony-seafoods-limited-partnership/ | https://st-anthonys-seafood-suppliers.site/ | https://www.stanthony.ca/business/business-directory/cat/fishery/ | https://seafoodfromcanada.ca/listing/st-anthony-seafoods-limited-partnership | https://seafoodfromcanada.ca/listing/st-anthony-seafoods-limited-partnership/product,Verified from website text extraction,
SIMPLY FRESH SEAFOODS INC. (CFIA Ref #LL32104),SIMPLY FRESH SEAFOODS INC.,"109 BOUNDARY STREET, CLARK'S HARBOUR, NS, B0W1P0, Canada",https://www.simplyfreshseafoods.com/,Lobster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.simplyfreshseafoods.com/ | https://www.simplyfreshseafoods.com/about | https://www.sfseafood.com/?page_id=7 | https://www.simplyfreshseafoods.com,Verified from website text extraction,
SILVER ROE SEAFOODS LIMITED (CFIA Ref #3061),SILVER ROE SEAFOODS LIMITED,"270 DENNIS POINT RD., LOWER WEST PUBNICO, NS, B0W2C0, Canada",https://www.novascotiaseafoodalliance.ca/silver-roe-seafoods-limited,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/silver-roe-seafoods-limited | https://www.facebook.com/silverroeseafoods/ | https://www.mapquest.com/ca/nova-scotia/silver-roe-seafoods-24494636,Verified from website text extraction,
SHOALWATER SEAFOODS LIMITED (CFIA Ref #3077),SHOALWATER SEAFOODS LIMITED,"2371 HWY # 1, ANNAPOLIS COUNTY, NS, B0S1A0, Canada",https://www.shoalseafood.com/?srsltid=AfmBOoph0WeY4bDdcHDYTNdVEAvVN0cXbGaQlWiglwEZCDK_1ie6T2dr,Oyster,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.shoalseafood.com/?srsltid=AfmBOoph0WeY4bDdcHDYTNdVEAvVN0cXbGaQlWiglwEZCDK_1ie6T2dr | https://www.shoalseafood.com/shipping-info?srsltid=AfmBOooQr1sSebo2DGdEu-_4m88xMxZUewB6PCN_FnPQhr-NaxcvXu80 | https://www.dnb.com/business-directory/company-profiles.shoalwater_seafoods_limited.2054004a94a537816ef3f3096eca8a60.html | https://www.shoalseafood.com/?srsltid=AfmBOoph0WeY4bDdcHDYTNdVEAvVN0cXbGaQlWiglwEZCDK_1ie6T2dr/products | https://www.shoalseafood.com/?srsltid=AfmBOoph0WeY4bDdcHDYTNdVEAvVN0cXbGaQlWiglwEZCDK_1ie6T2dr/product | https://www.shoalseafood.com/?srsltid=AfmBOoph0WeY4bDdcHDYTNdVEAvVN0cXbGaQlWiglwEZCDK_1ie6T2dr/our-products | https://www.shoalseafood.com/?srsltid=AfmBOoph0WeY4bDdcHDYTNdVEAvVN0cXbGaQlWiglwEZCDK_1ie6T2dr/certifications | https://www.shoalseafood.com/?srsltid=AfmBOoph0WeY4bDdcHDYTNdVEAvVN0cXbGaQlWiglwEZCDK_1ie6T2dr/certification,Verified from website text extraction,
SEA STAR SEAFOODS LIMITED (CFIA Ref #3307),SEA STAR SEAFOODS LIMITED,"80 COURTNEY ST, CLARK'S HARBOUR, NS, B0W1P0, Canada",https://seastarseafoods.com/,Cod,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://seastarseafoods.com/ | https://seastarseafoods.com/?page_id=11 | https://seastarseafoods.com/?page_id=7 | https://seastarseafoods.com,Verified from website text extraction,
SEA STAR SEAFOODS LIMITED (CFIA Ref #3040),SEA STAR SEAFOODS LIMITED,"69 COURTNEY STREET, CLARK'S HARBOUR, NS, BOW1P0, Canada",https://seastarseafoods.com/,Cod,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://seastarseafoods.com/ | https://seastarseafoods.com/?page_id=11 | https://seastarseafoods.com/?page_id=7 | https://seastarseafoods.com,Verified from website text extraction,
SCHOONER SEAFOODS LIMITED (CFIA Ref #1435),SCHOONER SEAFOODS LIMITED,"51 Doucet Wharf Road, Lower Wedgeport, NS, B0W2B0, Canada",https://www.novascotiaseafoodalliance.ca/schooner-seafoods-limited,Herring,Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/schooner-seafoods-limited | https://seafoodfromcanada.ca/listing/schooner-seafoods-limited/ | https://www.mapquest.com/ca/nova-scotia/schooner-seafoods-ltd-454808377,Verified from website text extraction,
S.K. SEAFOODS INC. / BEROY 27640 (CFIA Ref #6225),S.K. SEAFOODS INC. / BEROY 27640,"8758 STIRLING ARM DRIVE, PORT ALBERNI, BC, V9Y9E2, Canada",https://skfoodbrands.com/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.facebook.com/SKSeafoodsBeroy/ | https://www.facebook.com/SKSeafoodsBeroy/mentions/ | https://www.facebook.com/SKSeafoodsBeroy/photos/d41d8cd9/569901754734953/ | https://skfoodbrands.com,Verified from website text extraction,
ROCKY COAST SEAFOODS LTD. (CFIA Ref #6030),ROCKY COAST SEAFOODS LTD.,"739 HIGHWAY 1, COMEAUVILLE, NS, B0W2Z0, Canada",https://seafoodfromcanada.ca/listing/rocky-coast-seafoods-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/rocky-coast-seafoods-ltd/ | https://www.mapquest.com/ca/nova-scotia/rocky-coast-seafoods-ltd-375855493 | https://www.yellowpages.ca/search/si/1/Rocky-Coast-Seafoods-LTD/Saulnierville+NS | https://seafoodfromcanada.ca/listing/rocky-coast-seafoods-ltd | https://seafoodfromcanada.ca/listing/rocky-coast-seafoods-ltd/product,Verified from website text extraction,
RHEI-GRADE SEAFOODS LIMITED (CFIA Ref #1D21),RHEI-GRADE SEAFOODS LIMITED,"24 EAST COAST DRIVE, WOODS HARBOUR, NS, B0W2E0, Canada",https://seafoodfromcanada.ca/listing/ryer-ryer-lobsters-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://seafoodfromcanada.ca/listing/ryer-ryer-lobsters-ltd/ | https://seafoodfromcanada.ca/listing/ryer-ryer-lobsters-ltd | https://seafoodfromcanada.ca/listing/ryer-ryer-lobsters-ltd/product,Verified from website text extraction,
QUALITY SEAFOODS LIMITED (CFIA Ref #0242),QUALITY SEAFOODS LIMITED,"308 HILTON ROAD, ROCKVILLE, NS, B5A5G2, Canada",https://qualityseafoodsltd.com/,"Lobster, Tuna, Halibut",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://qualityseafoodsltd.com/ | https://seafoodfromcanada.ca/listing/quality-seafoods-limited/ | https://www.facebook.com/p/Quality-Seafoods-Ltd-100063646960153/ | https://qualityseafoodsltd.com,Verified from website text extraction,
PREMIUM SEAFOODS LIMITED (CFIA Ref #3617),PREMIUM SEAFOODS LIMITED,"517 VETERANS MEMORIAL DRIVE, ARICHAT, NS, B0E1A0, Canada",http://www.premiumseafoods.ns.ca/,"Lobster, Crab, Shrimp/Prawn",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,http://www.premiumseafoods.ns.ca/ | http://www.premiumseafoods.ns.ca/contact.html | https://seafoodfromcanada.ca/listing/premium-seafoods-ltd/ | http://www.premiumseafoods.ns.ca | http://www.premiumseafoods.ns.ca/products | http://www.premiumseafoods.ns.ca/product,Verified from website text extraction,
PREMIUM SEAFOODS LIMITED (CFIA Ref #1486),PREMIUM SEAFOODS LIMITED,"616 VETERAN'S MEMORIAL DRIVE, ARICHAT, NS, B0E1A0, Canada",http://www.premiumseafoods.ns.ca/,"Lobster, Crab, Shrimp/Prawn",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,http://www.premiumseafoods.ns.ca/ | http://www.premiumseafoods.ns.ca/contact.html | https://seafoodfromcanada.ca/listing/premium-seafoods-ltd/ | http://www.premiumseafoods.ns.ca | http://www.premiumseafoods.ns.ca/products | http://www.premiumseafoods.ns.ca/product,Verified from website text extraction,
POINT STAR SEAFOODS LTD. (CFIA Ref #4408),POINT STAR SEAFOODS LTD.,"2712 ROUTE 774, WILSONS BEACH, NB, E5E1L9, Canada",https://seafoodfromcanada.ca/listing/point-star-seafoods-ltd/,"Multi-species seafood (Salmon, Lobster, Crab, Shrimp/Prawn, Mussel, Oyster, Clam, Tuna)",Unknown,Unknown,YES (Collagen/Gelatin),MEDIUM,LOW,LOW,HIGH,https://www.facebook.com/p/Point-Star-Seafood-100057060595682/ | https://seafoodfromcanada.ca/listing/point-star-seafoods-ltd/ | https://visitswnb.ca/destination/point-star-seafood-retail-shop | https://seafoodfromcanada.ca/listing/point-star-seafoods-ltd | https://seafoodfromcanada.ca/listing/point-star-seafoods-ltd/product,Verified from website text extraction,
PADOR SEAFOODS LIMITED (CFIA Ref #LL32141),PADOR SEAFOODS LIMITED,"57 PROSPECT POINT ROAD, SHAG HARBOUR, NS, B0W3B0, Canada",https://www.novascotiaseafoodalliance.ca/pador-seafoods-ltd,"Lobster, Groundfish (mixed)",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.novascotiaseafoodalliance.ca/pador-seafoods-ltd | https://seafoodfromcanada.ca/listing/pador-seafoods-ltd/ | https://www.dnb.com/business-directory/company-profiles.pador_seafoods_limited.9491da039751abaabeb8175284bbb735.html,Verified from website text extraction,
PACIFIC STANDARD SEAFOODS LTD. / ALPINE STAR (CFIA Ref #6247),PACIFIC STANDARD SEAFOODS LTD. / ALPINE STAR,"3750 TURNBULL ROAD, COURTENAY, BC, V9N9R5, Canada",Unknown / not in CFIA list,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,,No website found via search backend,
OCEANS EDGE SEAFOODS LTD. (CFIA Ref #1C96),OCEANS EDGE SEAFOODS LTD.,"139 SALMON RIVER WHARF RD, SALMON RIVER, NS, B0W2Y0, Canada",http://www.oceansedgeseafoods.ca/,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.oceansedgeseafoods.net/about-us?srsltid=AfmBOooWUSokIGWHW3A9QDf0XI5wQ4XCFuj_rFoseaCeNW2NuXwtDCxg | https://www.novascotiaseafoodalliance.ca/oceans-edge-seafoods-ltd | https://www.facebook.com/p/Oceans-Edge-Seafoods-Ltd-100064206094653/,Website found but pages not extractable / too thin,
NOTRE DAME SEAFOODS INC. (CFIA Ref #0007),NOTRE DAME SEAFOODS INC.,"13-23 COVE ROAD, COMFORT COVE, NL, A0G3K0, Canada",http://www.cylex-canada.ca/company/notre-dame-seafoods-inc-23085381.html,Unknown,Unknown,Unknown,Unknown,LOW,LOW,LOW,LOW,https://www.ctidirectory.com/search/company.cfm?company=171965 | https://ca.soopage.com/company/Notre-Dame-Seafoods-Inc_lbK.html | http://www.cylex-canada.ca/company/notre-dame-seafoods-inc-23085381.html,Website found but pages not extractable / too thin,
NORTH NOVA SEAFOODS LIMITED (CFIA Ref #2231),NORTH NOVA SEAFOODS LIMITED,"164 NORTH NOVA LANE, PICTOU, NS, B0K1H0, Canada",https://nnseafoods.ca/,"Lobster, Crab, Herring",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://nnseafoods.ca/ | https://nnseafoods.ca/contact-north-nova-seafoods/ | https://nnseafoods.ca/about-north-nova-seafoods/ | https://nnseafoods.ca | https://nnseafoods.ca/products | https://nnseafoods.ca/product | https://nnseafoods.ca/our-products | https://nnseafoods.ca/certifications | https://nnseafoods.ca/certification,Verified from website text extraction,
NORTH DELTA SEAFOODS LTD. / JOY-C-LYNN (CFIA Ref #6222),NORTH DELTA SEAFOODS LTD. / JOY-C-LYNN,"7857 HUSTON ROAD, DELTA, BC, V4G0A5, Canada",https://www.ndseafoods.com/,"Multi-species seafood (Salmon, Crab, Tuna, Halibut, Cod, Herring)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.ndseafoods.com/ | https://www.ndseafoods.com/contact | https://www.seafoodsource.com/supplier-directory/north-delta-seafoods-ltd | https://www.ndseafoods.com | https://www.ndseafoods.com/products,Verified from website text extraction,
NORTH DELTA SEAFOODS LTD. (CFIA Ref #6083),NORTH DELTA SEAFOODS LTD.,"7857 HUSTON ROAD, DELTA, BC, V4G0A5, Canada",https://www.ndseafoods.com/,"Multi-species seafood (Salmon, Crab, Tuna, Halibut, Cod, Herring)",Unknown,Unknown,Unknown,MEDIUM,LOW,LOW,LOW,https://www.ndseafoods.com/ | https://www.ndseafoods.com/contact | https://www.facebook.com/p/North-Delta-Seafoods-100064705184792/ | https://www.ndseafoods.com | https://www.ndseafoods.com/products,Verified from website text extraction,
NAUTICAL SEAFOODS LTD. (CFIA Ref #3803),NAUTICAL SEAFOODS LTD.,"4336 SHORE ROAD WEST, PARKERS COVE, NS, B0S1K0, Canada",https://www.nauticalseafoods.com/,"Lobster, Scallop",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.nauticalseafoods.com/ | https://www.nauticalseafoods.com/about-us/our-commitment/ | https://www.facebook.com/p/Nautical-Seafoods-Ltd-100083286463819/ | https://www.nauticalseafoods.com | https://www.nauticalseafoods.com/products | https://www.nauticalseafoods.com/product,Verified from website text extraction,
Nautical Seafoods Ltd. (CFIA Ref #1480143),Nautical Seafoods Ltd.,"4336 Shore Rd W, Parkers Cove, NS, B0S1A0, Canada",https://www.nauticalseafoods.com/,"Lobster, Scallop",Unknown,Unknown,Unknown,HIGH,LOW,LOW,LOW,https://www.nauticalseafoods.com/ | https://www.nauticalseafoods.com/about-us/our-commitment/ | https://www.facebook.com/p/Nautical-Seafoods-Ltd-100083286463819/ | https://www.nauticalseafoods.com | https://www.nauticalseafoods.com/products | https://www.nauticalseafoods.com/product,Verified from website text extraction,
Mersey Seafoods Ltd. (Mersey Venture) (CFIA Ref #3128),Mersey Seafoods Ltd. (Mersey Venture),"50 WHARF ROAD, STORMONT, NS, B0H1J0, Canada",https://merseyseafoods.com/,"Multi-species seafood (Lobster, Scallop, Shrimp/Prawn, Halibut, Cod, Groundfish (mixed))",Unknown,BRCGS,Unknown,MEDIUM,LOW,HIGH,LOW,https://merseyseafoods.com/ | https://merseyseafoods.com/about-us/ | https://merseyseafoods.com/vessels-and-facilities/ | https://merseyseafoods.com,Verified from website text extraction,
Mersey Seafoods Ltd. (Mersey Phoenix) (CFIA Ref #3537),Mersey Seafoods Ltd. (Mersey Phoenix),"50 WHARF ROAD, STORMONT, NS, B0H1J0, Canada",https://merseyseafoods.com/,"Multi-species seafood (Lobster, Scallop, Shrimp/Prawn, Halibut, Cod, Groundfish (mixed))",Unknown,BRCGS,Unknown,MEDIUM,LOW,HIGH,LOW,https://merseyseafoods.com/ | https://merseyseafoods.com/about-us/ | https://merseyseafoods.com/vessels-and-facilities/ | https://merseyseafoods.com,Verified from website text extraction,
MERSEY SEAFOODS LIMITED (CFIA Ref #1466091),MERSEY SEAFOODS LIMITED,"50 WHARF ROAD, STORMONT, NS, B0H1J0, Canada",https://merseyseafoods.com/,"Multi-species seafood (Lobster, Scallop, Shrimp/Prawn, Halibut, Cod, Groundfish (mixed))",Unknown,BRCGS,Unknown,MEDIUM,LOW,HIGH,LOW,https://merseyseafoods.com/ | https://merseyseafoods.com/about-us/ | https://merseyseafoods.com/vessels-and-facilities/ | https://merseyseafoods.com,Verified from website text extraction,
