name,company_name,country,region,city,address,postal,cfia_ref,website,primary_species,certifications,status,verified,verification_level,admin_notes,source_url,source_title,source_type,access_date
QUIN-SEA FISHERIES LIMITED (CFIA Ref #0171),QUIN-SEA FISHERIES LIMITED,Canada,Newfoundland and Labrador,OLD PERLICAN,50-70 MARINE DRIVE,A0A3G0,0171,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
QUINLAN BROTHERS LIMITED (CFIA Ref #0098),QUINLAN BROTHERS LIMITED,Canada,Newfoundland and Labrador,OLD PERLICAN,73-79 MARINE DRIVE,A0A3G0,0098,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
QUINLAN BROTHERS LIMITED (CFIA Ref #0130),QUINLAN BROTHERS LIMITED,Canada,Newfoundland and Labrador,BAY DE VERDE,6 WHARF RD,A0A1E0,0130,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
NATURES SEA FARMS INC. (CFIA Ref #0082),NATURES SEA FARMS INC.,Canada,Newfoundland and Labrador,ST. ALBAN'S,5 WHARF LANE,A0H2E0,0082,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OCEAN CHOICE INTERNATIONAL L.P. (CFIA Ref #0046),OCEAN CHOICE INTERNATIONAL L.P.,Canada,Newfoundland and Labrador,SUMMERVILLE,#10 MAIN ROAD,-,0046,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
AQUASHELL HOLDINGS COMPANY (CFIA Ref #2206),AQUASHELL HOLDINGS COMPANY,Canada,Nova Scotia,WALLACE,13915 ROUTE 6,B0K1Y0,2206,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
WOODS HARBOUR LOBSTER CO LTD (CFIA Ref #3136),WOODS HARBOUR LOBSTER CO LTD,Canada,Nova Scotia,WOODS HARBOUR,32-34 FERRY ROAD,B0W2E0,3136,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
TORNGAT FISH PRODUCERS CO-OP SOCIETY LIMITED (CFIA Ref #0124),TORNGAT FISH PRODUCERS CO-OP SOCIETY LIMITED,Canada,Newfoundland and Labrador,NAIN,10 CHURCH ROAD,A0P1L0,0124,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
"TORNGAT FISH PRODUCERS CO-OPERATIVE SOCIETY, LIMITED (MAKKOVIK) (CFIA Ref #0194)","TORNGAT FISH PRODUCERS CO-OPERATIVE SOCIETY, LIMITED (MAKKOVIK)",Canada,Newfoundland and Labrador,MAKKOVIK,140A MORAVIAN STREET,A0P1J0,0194,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
WOOD-PICK ENTERPRISES LIMITED (CFIA Ref #1111),WOOD-PICK ENTERPRISES LIMITED,Canada,Newfoundland and Labrador,WAREHAM,9 SPURRELLS LANE,A0G4P0,1111,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
BAY ENTERPRISES LTD (CFIA Ref #3519),BAY ENTERPRISES LTD,Canada,Nova Scotia,UPPER MALAGASH,2642 MALAGASH ROAD,B0K1E0,3519,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
I. C. FISH SMOKERS LIMITED (CFIA Ref #3102),I. C. FISH SMOKERS LIMITED,Canada,Nova Scotia,LOWER WEST PUBNICO,1730 HWY 335,B0W2C0,3102,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
SCOTIA GARDEN SEAFOOD INCORPORATED (CFIA Ref #1434),SCOTIA GARDEN SEAFOOD INCORPORATED,Canada,Nova Scotia,YARMOUTH,112 WATER STREET,B5A4K5,1434,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
SAMBRO FISHERIES LIMITED (CFIA Ref #3017),SAMBRO FISHERIES LIMITED,Canada,Nova Scotia,SAMBRO,40 LENNY'S LANE,B3V1L5,3017,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
DUGUAY FISH PACKERS LTD. (CFIA Ref #1212),DUGUAY FISH PACKERS LTD.,Canada,New Brunswick,CAP-PELE,1062 CHEMIN BAS-CAP-PELE,E4N1K9,1212,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
EASTERN SEA PRODUCTS LTD. (CFIA Ref #2411),EASTERN SEA PRODUCTS LTD.,Canada,New Brunswick,SCOUDOUC,11 ADDISON AVENUE,E4P3N3,2411,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
ACADIAN FISH PROCESSORS LIMITED (CFIA Ref #1271),ACADIAN FISH PROCESSORS LIMITED,Canada,Nova Scotia,LOWER WEST PUBNICO,171 DENNIS POINT ROAD,B0W2C0,1271,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
EDMOND GAGNON LTD (CFIA Ref #0445),EDMOND GAGNON LTD,Canada,New Brunswick,BARACHOIS,9 QUAI DES ROBICHAUD RD,E4P8A4,0445,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OCEANS ALIVE SEAFOOD LIMITED (CFIA Ref #1338),OCEANS ALIVE SEAFOOD LIMITED,Canada,Nova Scotia,SHAG HARBOUR,39 PROSPECT POINT ROAD,B0W3B0,1338,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
ELPHEGE & NORBERT LEBLANC LTD. (CFIA Ref #2420),ELPHEGE & NORBERT LEBLANC LTD.,Canada,New Brunswick,PETIT-CAP,47 CHEMIN DU QUAI,E4N2E8,2420,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
Deep Harbour Lobster Seafood Ltd. (CFIA Ref #1270),Deep Harbour Lobster Seafood Ltd.,Canada,New Brunswick,Dipper Harbour,65 Dipper Harbour Road,E5J1X3,1270,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
GAUDET & OUELLETTE LTD. (CFIA Ref #0238),GAUDET & OUELLETTE LTD.,Canada,New Brunswick,BAS-CAP-PELÉ,519 CHEMIN BAS-CAP-PELE,E4N3B1,0238,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
ICHIBOSHI L.P.C. LTD. (CFIA Ref #2563),ICHIBOSHI L.P.C. LTD.,Canada,New Brunswick,CARAQUET,24 RUE DU QUAI,E1W1B6,2563,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LA FERME OSTRÉICOLE CHIASSON LTÉE (CFIA Ref #2527),LA FERME OSTRÉICOLE CHIASSON LTÉE,Canada,New Brunswick,LAMÉQUE,31 RUE DE L'ETANG,E8T1C2,2527,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
FERME OSTRÉICOLE GAÉTAN DUGAS LTÉE (CFIA Ref #2540),FERME OSTRÉICOLE GAÉTAN DUGAS LTÉE,Canada,New Brunswick,CARAQUET,"675 BOUL, ST-PIERRE OUEST",E1W1A2,2540,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
POISSONNERIE LEGER FISHERIES LTEE/LTD. (CFIA Ref #2442),POISSONNERIE LEGER FISHERIES LTEE/LTD.,Canada,New Brunswick,TROIS-RUISSEAUX,38 CHEMIN DE LA CÔTE,E4N2V7,2442,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
BOLERO Transformation de Crustacés Inc. BOLERO Shellfish Processing Inc. (CFIA Ref #2510),BOLERO Transformation de Crustacés Inc. BOLERO Shellfish Processing Inc.,Canada,New Brunswick,Saint-Simon,1324 Route 335,E8P2B2,2510,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PÉCHERIES STE-CÉCILE INC (CFIA Ref #2518),PÉCHERIES STE-CÉCILE INC,Canada,New Brunswick,SAINTE-CÉCILE,136 CHEMIN LACROIX,E8T2X2,2518,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LESLIE LEGER & SONS LTD (CFIA Ref #2406),LESLIE LEGER & SONS LTD,Canada,New Brunswick,TROIS-RUISSEAUX,34 CHEMIN DE LA COTE,E4N2V7,2406,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
MCGRAW SEAFOOD (2008) INC. (CFIA Ref #2547),MCGRAW SEAFOOD (2008) INC.,Canada,New Brunswick,TRACADIE-SHEILA,3113 RUE PRINCIPALE,E1X1G5,2547,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
B.C.D. FISHERIES LIMITED (CFIA Ref #1459),B.C.D. FISHERIES LIMITED,Canada,Nova Scotia,LITTLE BROOK,22 LITTLE BROOK ROAD,B0W1Z0,1459,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
BAKERS POINT FISHERIES LIMITED (CFIA Ref #0346),BAKERS POINT FISHERIES LIMITED,Canada,Nova Scotia,EAST JEDDORE,33 BAKER'S POINT ROAD,B0J1W0,0346,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
MISTY HARBOUR SEAFOOD (CFIA Ref #3293),MISTY HARBOUR SEAFOOD,Canada,New Brunswick,SAINT JOHN,2304 OCEAN WESTWAY,E2M5J4,3293,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
BARRY GROUP INC. (CFIA Ref #2570),BARRY GROUP INC.,Canada,New Brunswick,LOWER NÉGUAC,764 RUE PRINCIPALE,E9G1N5,2570,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OCEAN PIER INC. (CFIA Ref #2448),OCEAN PIER INC.,Canada,New Brunswick,SCOUDOUC,20 PATTISON STREET,E4P3R4,2448,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
M. LEBLANC FISHERIES LTD. (CFIA Ref #2403),M. LEBLANC FISHERIES LTD.,Canada,New Brunswick,PETIT-CAP,4 RUE BRUN,E4N2E4,2403,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
OVEN HEAD SALMON SMOKERS LTD (CFIA Ref #3028),OVEN HEAD SALMON SMOKERS LTD,Canada,New Brunswick,BETHEL,101 OVEN HEAD ROAD,E5C1S3,3028,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PÉCHERIES BELLE-ILE FISHERIES LTÉE LTD (CFIA Ref #1209),PÉCHERIES BELLE-ILE FISHERIES LTÉE LTD,Canada,New Brunswick,SAINTE-MARIE-SAINT-RAPHAEL,4 RUE DU PORT,E8T1T4,1209,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PÉCHERIES ST-PAUL (1989) LTÉE./ST-PAUL FISHERIES (1989) LTD. (PLANT #2555) (CFIA Ref #2555),PÉCHERIES ST-PAUL (1989) LTÉE./ST-PAUL FISHERIES (1989) LTD. (PLANT #2555),Canada,New Brunswick,BAS-CARAQUET,2261 RUE INDUSTRIELLE,E1W5Z1,2555,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PHILIP OUELLETTE & SONS LTD (CFIA Ref #1213),PHILIP OUELLETTE & SONS LTD,Canada,New Brunswick,PETIT-CAP,44 CH DU QUAI,E4N2G5,1213,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
POINT QUEEN FISHERIES LTD (CFIA Ref #3287),POINT QUEEN FISHERIES LTD,Canada,New Brunswick,LETETE,1207 ROUTE 172,E5C3S8,3287,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PÉCHERIES ARSENEAU FISHERIES (CFIA Ref #2514),PÉCHERIES ARSENEAU FISHERIES,Canada,New Brunswick,NIGADOO,221 RUE PRINCIPALE,E8K3S8,2514,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
PRODUITS BELLE BAIE LTEE (CFIA Ref #0255),PRODUITS BELLE BAIE LTEE,Canada,New Brunswick,CARAQUET,10 RUE DU QUAI,E1W1B6,0255,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
FUMOIR LA FÉE DES GRÉVES (CFIA Ref #5964),FUMOIR LA FÉE DES GRÉVES,Canada,Quebec,QUÉBEC,1920 AVENUE JEAN-DE-CLERMONT,G1E3S3,5964,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
ALIMENTS LUDA FOODS INC. (CFIA Ref #5093),ALIMENTS LUDA FOODS INC.,Canada,Quebec,POINTE-CLAIRE,6200 RTE TRANS-CANADA,H9R1B9,5093,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CRUSTACÉS BAIE-TRINITÉ INC. (CFIA Ref #5776),CRUSTACÉS BAIE-TRINITÉ INC.,Canada,Quebec,BAIE-TRINITÉ,"75, ROUTE 138",G0H1A0,5776,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CRUSTACÉS DE MALBAIE INC. (CFIA Ref #5227),CRUSTACÉS DE MALBAIE INC.,Canada,Quebec,SAINT-GEORGES-DE-MALBAIE,"1491, ROUTE 132 EST",G0C2X0,5227,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CUSIMER (1991) INC. (CFIA Ref #5197),CUSIMER (1991) INC.,Canada,Quebec,MONT-LOUIS,"54, 1 IÉRE AVENUE OUEST",G0E1T0,5197,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
E. GAGNON ET FILS LTEE (CFIA Ref #0546),E. GAGNON ET FILS LTEE,Canada,Quebec,SAINTE-THÉRÉSE-DE-GASPÉ,405 ROUTE 132,G0C3B0,0546,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
FERME PISCICOLE DES BOBINES INC (CFIA Ref #5095),FERME PISCICOLE DES BOBINES INC,Canada,Quebec,EAST HEREFORD,1 RUE SAINT-HENRI,J0B1S0,5095,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
FUMOIR GRIZZLY INC. (CFIA Ref #5928),FUMOIR GRIZZLY INC.,Canada,Quebec,SAINT-AUGUSTIN-DE-DESMAURES,159 D'AMSTERDAM,G3A2V5,5928,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
JK Crawlers Inc. (CFIA Ref #3117),JK Crawlers Inc.,Canada,Nova Scotia,Port Latour,3203 Port Latour Road,B0W2T0,3117,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LES ALIMENTS KRINOS FOODS CANADA LTD./LTEE. (CFIA Ref #0594),LES ALIMENTS KRINOS FOODS CANADA LTD./LTEE.,Canada,Quebec,MONTRÉAL,5555 BOULEVARD THIMENS,H4R2H4,0594,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
LA CREVETTE DU NORD ATLANTIQUE INC (CFIA Ref #0558),LA CREVETTE DU NORD ATLANTIQUE INC,Canada,Quebec,RIVIÉRE-AU-RENARD,9 DE LA MARY,G4X5E9,0558,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
"LELIÉVRE, LELIÉVRE ET LEMOIGNAN LTÉE (CFIA Ref #0529)","LELIÉVRE, LELIÉVRE ET LEMOIGNAN LTÉE",Canada,Quebec,SAINTE-THÉRÉSE-DE-GASPÉ,52 RUE DES VIGNEAUX,G0C3B0,0529,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CEILIDH FISHERMEN CO-OP LIMITED (CFIA Ref #2002),CEILIDH FISHERMEN CO-OP LIMITED,Canada,Nova Scotia,PORT HOOD,MURPHY'S POND ROAD,B0E2W0,2002,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CHARLESVILLE FISHERIES LIMITED (CFIA Ref #3179),CHARLESVILLE FISHERIES LIMITED,Canada,Nova Scotia,YARMOUTH COUNTY,789 HWY #3; LOWER EAST PUBNICO,B0W2A0,3179,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
CHASE'S LOBSTER POUND LIMITED (CFIA Ref #2013),CHASE'S LOBSTER POUND LIMITED,Canada,Nova Scotia,PORT HOWE,7935 HIGHWAY #6,B0L1K0,2013,,,,approved,true,documentation_verified,CFIA export list entry. Species/by-products not verified; add only with explicit evidence.,https://apps.inspection.canada.ca/webapps/FishList/,CFIA Fish and Seafood Establishments (Export List),regulator,2026-02-06
