approval_no,plant_name,company,address,town_region,country,scope,expiry_date
1847,VEERABHADRA EXPORTS PRIVATE LIMITED,VEERABHADRA EXPORTS PRIVATE LIMITED,"Survey No.116, Gurajanapalli, Karapa (Mandal), Kakinada, East Godavari District - 533016, Andhra Pradesh",East Godavari District - 533016,India,Freezing of Raw Fish & Fishery Products (Block/IQF) and Freezing of Cooked Fish & Fishery Products (IQF) - Shrimps (Aquaculture),29/06/2027
1848,Arjuna Natural Private Limited,Arjuna Natural Private Limited,"15/4B, Sirambarayampalayam Road, Sennappachetty Pudur Post, Karumatham patty (Via), Coimbatore-641059",Karumatham patty (Via),India,Processing and Packing of Omega 3 Fatty Acids from Fish Oil,25/06/2027
1849,JRJ SEA FOODS INDIA PVT. LTD,JRJ SEA FOODS INDIA PVT. LTD,"No.155 JRJ Building, Avudaiyarkovil Road, Manjakuddi Village, Kottaipattinam Post, Manamelkudi Taluk, Pudukottai District, Tamil Nadu 614 619 India.",Pudukottai District,India,Packing of Fresh /Chilled Fishery product and Freezing  of Raw Fish & Fishery Products (Block/Individually Frozen),23/07/2027
1854,GROWEL PROCESSORS PVT. LTD.,GROWEL PROCESSORS PVT. LTD.,"S.No. 8/6, Singarayapalem Village Post, Mudinepalli Manadal, Krishna District-521329, Andhra Pradesh",Krishna District-521329,India,Packing Of Fresh/Chilled Fish & Fishery Products and Freezing Of Raw Fish & Fishery Products (IQF/Block)- Shrimps(Aquaculture),18/07/2027
1855,NEELI AQUA PRIVATE LIMITED,NEELI AQUA PRIVATE LIMITED,"Vipparlavaripalem Village, Near Korisapadu NH-5, Addanki Mandal,Prakasam District,Andhra Pradesh -523 212",Prakasam District,India,"Freezing of Raw Fish & Fishery Products (IQF & Block Frozen ),Freezing of Blanched and cooked Fish & Fishery Products (IQF)            (Aquaculture shrimps only)",17/05/2027
1856,Naga Hanuman Fish Packers Unit-1,Naga Hanuman Fish Packers Unit-1,"Survey No.71p & 73p Palavalasa Village,Anandapuram Mandal,Visakhapatnam-530052,Andhrapradesh",Visakhapatnam-530052,India,"Packing of Fresh/Chilled Fish & Fishery products and freezing of raw fish&fishery products(Block&IQF) Sea caught & Aquaculture shrimps, Freezing of Cooked/Blanched Aquaculture shimps (IQF)",05/10/2027
1857,Penver Products Limited,Penver Products Limited,"Door No.285, Voduru Post, Punnaparivaripalem Road, Chillakur Mandal, Nellore Dist, Andhra Pradesh-524410",Nellore Dist,India,Not applicable. No change in the nature of activities already approved.,07/10/2027
1858,ARYA SEA FOODS PRIVATE LIMITED,ARYA SEA FOODS PRIVATE LIMITED,"RS NO:417/3,4, BUDHARAYUDU CHERUVU VILLAGE, KONITHIWADA PANCHAYAT, VEERAVASARAM MANDAL, WEST GODAVARI DISTRICT,ANDHRA PRADESH-534247",WEST GODAVARI DISTRICT,India,FREEZING OF RAW FISH AND FISHERY PRODUCTS(IQF AND BLOCK),14/11/2027
1861,SOUTHERN TROPICAL FOODS PVT. LTD.,SOUTHERN TROPICAL FOODS PVT. LTD.,"Sy. No. 11, K.Bitragunta Village,
Jarugumalli Mandal, Prakasam District
Andhra Pradesh - 523 101.",Jarugumalli Mandal,India,"Freezing of Raw Fish & Fishery products (IQF & Block Frozen), Freezing of Blanched & Cooked Fish & Fishery Products (IQF) (Aquaculture Shrimps only)",17/02/2028
1862,MILESH MARINE EXPORTS PVT.LTD.,MILESH MARINE EXPORTS PVT.LTD.,"Sy. No. 83, Munipeda Village, Kruthivennu Mandal, Krishna Distrcit, Andhra Pradesh 521324",Krishna Distrcit,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw/Cooked Fish & Fishery Products(Block & IQF- Aquaculture Shrimps)",03/01/2028
1863,AQUATICA FROZEN FOODS GLOBAL PVT. LTD.,AQUATICA FROZEN FOODS GLOBAL PVT. LTD.,"Sy No. 235/3 & 4, 236/1, 237/1, Nayunipalli village, Challareddypalem Panchayat, Vetapalem Post-523187, Prakasam District, Andhra Pradesh.",Prakasam District,India,"Freezing of Raw Fish & Fishery Products (IQF), Blanched and Cooked Fish & Fishery Products (IQF) (Aquaculture shrimps only)",05/03/2028
1865,JACK-VIN SEAFOODS,JACK-VIN SEAFOODS,"S.F.No.S.No.91 Park, (Plot No.100, 101 and 102), Old S.No. 46, Pachayankuppam Village, Cuddalore District-607003,Tamil Nadu",Cuddalore District-607003,India,Packing of Fresh/Chilled Fish & Fishery Products,16/04/2028
1869,ALPHA MARINE,ALPHA MARINE,"SURVEY NO.587 & 589, GANDAVARAM TO PEYYALAPALEM ROAD, KAMMAVARIPALEM POST - 524316, KODAVALUR MANDAL, S.P.S.R NELLORE DISTRICT, ANDHRA PRADESH, INDIA",ANDHRA PRADESH,India,Packing of Fresh/ Chilled Fish & Fishery Products and Freezing of Raw Fish & Fisheryducts (IQF/ Block),18/07/2028
1878,Altair Exports,Altair Exports,"113/8/9/10,Pallabacherry,Thathanendal,Thirupullani Village/Union, Ramanathapuram Taluk,Tamil Nadu - 623 532.",Ramanathapuram Taluk,India,Packing ofnFresh/Chilled Fish and Fishery Products,13/03/2026
1879,Avanti Frozen Foods Private limited,Avanti Frozen Foods Private limited,"Sy. No.342, 360,362,Yerravaram - 533345, Yeleswaram Mandal,Kakinada District,  Andhra Pradesh",Kakinada District,India,"Freezing of Raw /Marinated/Blanched/ Cooked Fish & Fishery Products(IQF/Block), IQF battered and breaded shrimp products
(Aquaculture Shrimps), Cooked Shrimps with cocktail sauce (IQF) & Raw Shrimps- Skewers (IQF) & FROZEN  PREFRIED BREADED, BATTERED & TEMPURA   SHRIMPS IQF WITH FROZEN PREFRIED POTATO FRIES",25/04/2026
1880,ANI EXPORTS,ANI EXPORTS,"R.S No. 28/2 Cuddalore, Tollgate, Ariyankuppam, Pondicherry-605007",Ariyankuppam,India,"Packing Of Fresh/Chilled Fish & Fishery Products -Fishes (Histamine & Non- Histamine forming), Crustaceans- Shrimps (Sea saught/Wild caught), Crabs (Sea caught), Lobster (Sea Caught) & Cephalopods",02/07/2027
1884,IFAA WIN MARINE EXPORT INDIA PRIVATE LIMITED,IFAA WIN MARINE EXPORT INDIA PRIVATE LIMITED,"No.30/1, 30/A, Kottakuppam Village, Ellapuram Block, Uthukottai Taluk, Thiruvallur District 601102, Tamil Nadu",Thiruvallur District 601102,India,Packing of Fresh / Chilled Fish & Fishery Product,08/10/2027
1885,SURYA SEA FOOD EXPORTS UNIT-I,SURYA SEA FOOD EXPORTS UNIT-I,"6/33 A5, Annai Theresa Nagar, Tharuvaikulam Village, Tuticorin - 628105",Tharuvaikulam Village,India,PACKING OF FRESH/CHILLED FISH AND FISHERY PRODUCTS,14/10/2027
1887,AKSHAY FOOD IMPEX PVT LTD,AKSHAY FOOD IMPEX PVT LTD,"R S NO 490/1&2 PAMARRU(V) PAMARRU(M) KRISHNA DISTRICT-521157 ANDHRA PARADESH, INDIA",R S NO 490/1&2 PAMARRU(V) PAMARRU(M) KRISHNA DISTRICT-521157 ANDHRA PARADESH,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK & IQF) AQUACULTURE SHRIMPS,23/01/2028
1888,"Devi Fisheries Limited, Unit-5","Devi Fisheries Limited, Unit-5","12-274, Seethanagaram  Village, Jaggampeta Mandal, Kakinada, Andhra Pradesh-533435",Kakinada,India,"Freezing Of Raw Fish  & Fishery  Products (Block/IQF/IF),Freezing Of  Blanched /Cooked Fish &   Fishery  Products (IQF), Raw Brine Frozen   Fish  & Fishery  Products (IQF)  Aquaculture  Shrimps  only",04/02/2028
1890,ROYAL IMPORTS AND EXPORTS,ROYAL IMPORTS AND EXPORTS,"Survey No.329/1,2,330/1,2,3,   332/1, 413/2,3,5 Bendapudi Village, Thondangi Mandal, East Godavari District, Andhra pradesh, India, PIN CODE : 533406",India,India,"Packing of Fresh /Chilled Fish & Fishery Products ,Freezing of Raw Fish & Fishery Products (IQF/Block/Blast)",30/05/2028
1892,GLADSON EXPORTERS UNIT-II,GLADSON EXPORTERS UNIT-II,"5/218 JAMES NAGAR, 
MUTTOM-629202, KANYAKUMARI DISTRICT, 
TAMIL NADU.",KANYAKUMARI DISTRICT,India,"PACKING OF FRESH/ 
CHILLED FISH & FISHERY PRODUCTS 
AND FREEZING OF 
RAW FISH & FISHERY PRODUCTS
 (TUNNEL/BLAST FREEZING)",31/05/2028
1894,AISHWARYA IMPEX,AISHWARYA IMPEX,"NO:136, SOMESWARAM VILLAGE ALAPADU POST,KAIKALURU MANDAL KRISHNA DISTRICT-521340 ANDHRA PRADESH",SOMESWARAM VILLAGE ALAPADU POST,India,Freezing of Raw Fish &Fishery produsts(IQF&block),23/05/2028
1895,Sree Sreenivasa Cold Storage,Sree Sreenivasa Cold Storage,"Sy No:157 & 165, Thulekurdhu Village & Post Â 501,509 Yacharam Mandal, RR District, Telengana",RR District,India,Freezing of RawFish &Fishery Products,30/05/2028
1904,THARANGINI  SEA FOODS,THARANGINI  SEA FOODS,"4/210,MGR ROAD,PALAVAKKAM,CHENNAI",PALAVAKKAM,India,Packing of Fresh /Chillcd Fish & Fishery Products and Frcezing of Raw Fish& Fishery products (Block / IF),13/03/2026
1905,COFOODS PROCESSORS PRIVATE LIMITED,COFOODS PROCESSORS PRIVATE LIMITED,"RS NO. 456/2, 456/3, 456/4, 458/1, 458/2, 458/3, 458/5, 461/3, AARUGOLANU ROAD, AARUGOLANU VILLAGE, BAPULAPADU MANDAL, KRISHNA DISTRICT, ANDHRA PRADESH- 521106",KRISHNA DISTRICT,India,"FREEZING OF RAW FISH & FISHERY PRODUCTS (ONLY AQUA CULTURE SHRIMPS)
BLOCK & IQF",27/03/2026
1906,AVR MARINE PRIVATE LIMITED,AVR MARINE PRIVATE LIMITED,"R.S.NO.60/3B, Thirupathipuram Attili Mandal,West Godavari District ,Andhra Pradesh -534134 ,India",Andhra Pradesh -534134,India,"Packing of Fresh/Chilled Fish & Fishery  Products Freezing of Raw Fish&Fishery Products(  IQF ,Block & IF)",04/03/2026
1907,KANANU EMIPRE PRIVATE LIMITED,KANANU EMIPRE PRIVATE LIMITED,"Door no:15-222/19/4, Balapur ward,nearRCI road,Hyderabad-500005 Telangana",nearRCI road,India,Packing of Fresh /Chilled fish & Fishery Products,27/03/2026
1908,Nector Exports Private Limited,Nector Exports Private Limited,"Plot No: A 38,39,40,41, 9th Cross, Sedarapet Industrial Estate, Puducherry-605111.",Sedarapet Industrial Estate,India,Processing and Packing of Pasteurised Chilled Crab Meat in Hermatically Sealed Cans,09/04/2026
1936,Devi Fisheries Limited,Devi Fisheries Limited,"Plot No : D4, Sy.Nos : 208, Ponnada, U.Kothapalli Mandal, East Godavari District, Pin Code :- 533448,Andhra pradesh",Pin Code :- 533448,India,Raw Frozen Fish & Fishery Products (IQF/Block Frozen/IF) (Sea Caught & Aquaculture Shrimps) and Freezing of Cooked Frozen Fish & Fishery Products (IQF)(Sea Caught and Aquaculture Shrimps),01/03/2026
1938,DEVA SEA FOOD,DEVA SEA FOOD,"3/13, Bye Pass Road, Madathur, Tuticorin - 628101, Tamil Nadu",Tuticorin - 628101,India,Processing and Packing of Chilled Pasteurized crab Meat in Hermetically Sealed Cans (Sea Caught Only),03/06/2027
1940,AGS MARINE EXPORTS,AGS MARINE EXPORTS,"No,107,PALUR MAIN ROAD, SINGAPERUMAL KOIL,CHENGALPATTU, CHENGALPATTU DISTRICT -603 204",CHENGALPATTU,India,"PACKING OF FRESH/ CHILLED FISH AND FISHERY PRODUCTS
FOR EXPORT TO ALL COUNTRIES EXCLUDING EU,CU AND UNCOOKED PRAWNS TO AUSTRALIA",25/10/2027
1941,VARMA MARINE PRIVATE LIMITED,VARMA MARINE PRIVATE LIMITED,"R.S.No:361/1, Vempa Road, MogalTaru Village & Mandal, West Godavari District, Andhra Pradesh-534281",West Godavari District,India,FREEZING OF RAW FISH AND FISHERY PRODUCTS(IQF AND BLOCK),25/10/2027
1942,V B Medicare Pvt. Ltd,V B Medicare Pvt. Ltd,"Plot  No 59, 61, 62, 63, 66A & 67,SIPCOT Ind Area Phase â??II
Krishnagiri  Main Road, Hosur 635 109     (T N)","SIPCOT Ind Area Phase â??II
Krishnagiri  Main Road",India,"Processing,  Packing and storage  of fish & fishery products",22/12/2027
1943,FEDORA SEA FOODS PRIVATE LIMITED,FEDORA SEA FOODS PRIVATE LIMITED,"NH-16/AH-45, NORTH RAJUPALEM VILLAGE, KODAVALUR MANDALAM, NELLORE-524366",KODAVALUR MANDALAM,India,PROCESSING OF RAW FROZEN FISH AND FISHERY PRODUCTS (BLOCK FROZEN & IQF) AQUACULTURE SHRIMPS ONLY,15/01/2028
1946,SANDHYA AQUA EXPORTS PRIVATE LIMITED,SANDHYA AQUA EXPORTS PRIVATE LIMITED,"KSEZ,R.Sy No.208,Plot No,D5-D6,Ponnada Village,U.Kothapalli Mandal,Kakinada,East Godavari District,Andhra Pradesh-533448",East Godavari District,India,"Freezing of Raw Fish & Fishery Products(Block Frozen/IQF)Shrimps only(Sea Caught and Aquaculture),Blanched/Cooked Frozen Fish & Fishery Products (Sea caught & Aquaculture Shrimps only)",14/03/2028
1948,Aparna Marine Exports,Aparna Marine Exports,"Survey No: 387-3A1, 387-4, 389/2, Dammanavaripalem Panchayat, Karlapalem Mandal, Bapatla, Guntur District, Andhra Pradesh-522111",Guntur District,India,Processing of Raw Frozen Fish & Fishery Products (Block Frozen and IQF)-Aquaculture Shrimps and  Sea Caught Shrimps,16/04/2028
1949,Veerabhadra Exports Private Limited,Veerabhadra Exports Private Limited,"Sy. No. 264, Lampakalova, Prathipadu Mandal, Kakinada District, Andhra Pradesh - 533430",Kakinada District,India,Processing of Raw Frozen Fish & Fishery Products(IQF/BLOCK)-Aquaculture Shrimps only,27/04/2028
1951,KANNAN MARINE FOODS,KANNAN MARINE FOODS,"PLOT NO: 42, T.T.S.NAGAR, THIRUVERKADU,        CHENNAI - 600077.",THIRUVERKADU,India,Packing of Fresh/Chilled Fish & Fishery Products,17/04/2028
1952,DEVI SEA FOODS LIMITED (UNIT-II),DEVI SEA FOODS LIMITED (UNIT-II),"SY.NO.80/5, 81/1 A, 
MULAGUNTAPADU(V),
SINGARAYAKONDA-523101 PRAKASAM DISTRICT, ANDHRA PRADESH, INDIA",ANDHRA PRADESH,India,"Freezing of Raw Fish & Fishery Products (IQF, Brine IQF) (Aquaculture Shrimps and Sea Caught Shrimps)",02/05/2028
1958,Sai Primus Life Biotech Pvt. Ltd,Sai Primus Life Biotech Pvt. Ltd,"R.S.No.4/3, Plot No. 33, Kurumapet Industrial Estate, Villianur Commune, Puducherry- 605009",Villianur Commune,India,Production of Nutraceutical Tablets/ Capsules Containing Glucosamine Chondroitin & Collagen of Marine Origin,02/08/2026
1959,New Sunrise Exports,New Sunrise Exports,"M/s.New Sunrise Exports. S.F.No.177/2, 180/3A2, Thuthipattu Village, Ambur Taluk, Tirupathur District-635811, India",Tirupathur District-635811,India,For Packing of Chilled Fish & Fishery Products,20/02/2026
1960,KING MARINE EXPORTS,KING MARINE EXPORTS,"No.8.Shiruvallur High Road,Perambur,chennai-600011",Perambur,India,Packing of fresh/Chilled Fish & Fishery Products,25/05/2026
1965,GREAT INDIAN SEA FOODS,GREAT INDIAN SEA FOODS,"S.NO: 457/2 Part ,PLOT No. 349-352, THANJAI SENGUNDAR NAGAR, VILANGADUPAKKAM",THANJAI SENGUNDAR NAGAR,India,For Packing of Fresh/Chilled Fish & Fishery Products-seacaught,19/10/2026
1970,SAM AQUA EXPORTS LLP,SAM AQUA EXPORTS LLP,"R.S. No. 127-1, 127-2, 
Kurumaddali Village, Pamarru Mandal, Pamarru, Krishna, Andhra Pradesh, 521157
Phone:  9705097052
Mail: samaquaqc@gmail.com 
samaquaexports@gmail.com",Andhra Pradesh,India,"Freezing of raw fish & fishery Products 
(Aquaculture) (IQF & Block Frozen)",18/02/2027
1971,Avanti Frozen Foods Private Limited,Avanti Frozen Foods Private Limited,"R.Sy.No. 13-6,13-7,13-8,7, Krishnapuram Village, Thondangi Mandal, Kakinada District, Pin-533408 Andhra Pradesh, India",Pin-533408 Andhra Pradesh,India,"Freezing of raw shrimps (including Skewer and Nobashi) IQF; Freezing of blanched/cooked shrimps (IQF); Freezing of cooked shrimps with cocktail sauce (IQF).
Shrimps (Aquaculture only)",18/03/2027
1972,M/S. MEKWORLD MARINES AND EXPORTS PRIVATE LIMITED,M/S. MEKWORLD MARINES AND EXPORTS PRIVATE LIMITED,"S. No: 382/1, 2,3, Agarru Road, Agarthipalem Village,
Palakollu Mandal, West Godavari District, 
Andhra Pradesh, India. Pin code: 534260.",Andhra Pradesh,India,Packing of Fresh/Chilled Fish & Fishery products and Freezing raw Fish & Fishery products ( IQF/ Block) (Aquaculture & Sea caught),08/05/2027
1973,Deva Sea Food Unit- 1,Deva Sea Food Unit- 1,"3/12E Bye Pass Road, Madathur, Tuticorin-628101, Tamil Nadu",Tuticorin-628101,India,"Freezing of Raw Fish & Fishery Products (Block/IQF -Fishes (Histamine & Non- Histamine forming), Crustaceans -Shrimps (Aquaculture/Sea caught/Wild caught), Lobsters (Sea caught) & Cephalopods",05/06/2027
1974,Devi Sea Foods Limited (Unit-3),Devi Sea Foods Limited (Unit-3),"R.S.No. 741/2P, 742/3P, 745/6P, 7P&8P,746/3P&4P Peravali Road, Tanuku 534211, West Godavari District, Andhra Pradesh, India",Andhra Pradesh,India,Freezing of Raw /Blanched/Cooked Fish and Fishery products (IQF and Block ) Aquaculture Shrimps,07/05/2027
1975,Mulpuri Aqua Processors,Mulpuri Aqua Processors,"Survey No.460, 461/1, 461/2, 462, 462/1, Arugolanu (V), Bapulapadu (M), Krishna, Andhra Pradesh-521106",Krishna,India,Freezing of Raw Fish and Fishery Products (IQF/Block) - Shrimps (Aquaculture),08/05/2027
1976,CHOICE TRADING CORPORATION PRIVATE LIMITED,CHOICE TRADING CORPORATION PRIVATE LIMITED,"Survey No:389-3, 389-2H, 389-2C, 389-2D, 387-1A, Yazali Village and Post, Dhammanavaripalem Village and Post, Karlapalem, Bapatla, Guntur District, Andhra Pradesh, 522111",Andhra Pradesh,India,"Freezing of Raw Fish & Fishery products, Freezing of Cooked Fish & Fishery Products(IQF), Freezing of Blanched & Cooked Frozen Shrimp Ring with cocktail sauce(IQF), Freezing of Raw Marinated Shrimps -(IQF) -Shrimps(Aquaculture)",28/07/2027
1977,ALPHA MARINE LIMITED,ALPHA MARINE LIMITED,"Sy. No. 587, 589 & 591, Gandavaram to Peyyalapalem Road, Bodduvaripalem (V), Kammavaripalem Post, Kodavalur (M), Nellore - 524316, Andhra Pradesh, India",Andhra Pradesh,India,"Freezing of Raw Fish & Fishery Products (Block/IQF), Freezing of Blanched/Cooked Fish and Fishery Products (IQF), Stretched Shrimps(Naboshi) - (IQF),  Freezing of Raw Battered and Breaded Fish & Fishery Products (IQF), -Shrimps (Aquaculture)",24/07/2027
1978,"DEVI FISHERIES LIMITED, UNIT-6","DEVI FISHERIES LIMITED, UNIT-6","12-275, SEETHANAGARAM VILLAGE, JAGGAMPETA MANDAL,KAKINADA DISTRICT, ANDHRA PRADESH-533435",KAKINADA DISTRICT,India,"Freezing of raw shrimps (including Skewer and Nobashi) IQF; Freezing of blanched/cooked shrimps (IQF); Freezing of cooked shrimps with cocktail sauce (IQF).Raw battered and breaded shrimps and Pre-Fried breaded shrimps.
Shrimps (Aquaculture and sea caught)",28/08/2027
1980,SV SEA FOODS,SV SEA FOODS,"S.F.NO 197/2A1C, PLOT NO: 14  KEELA ARASADI VILLAGE OTTAPIDARAM TALUK, TUTICORIN - 628 002  TAMILNADU - INDIA",PLOT NO: 14  KEELA ARASADI VILLAGE OTTAPIDARAM TALUK,India,ALL COUNTRIES EXCLUDING CU & UNCOOKED PRAWNS TO AUSTRALIA,26/11/2027
1984,SUMMIT MARINE EXPORTS PRIVATE LIMITED,SUMMIT MARINE EXPORTS PRIVATE LIMITED,"RS.No.435/1, Near Electrical Sub-Station, Akividu Road, Elurupadu,Kalla Mandal, West Godavari, 534236, Andhra Pradesh, India",Andhra Pradesh,India,"Freezing of Raw Fish & Fishery Products (IQF & Block), Freezing of Cooked Fish & Fishery Products (IQF)",03/02/2028
1987,SANDHYA MARINES LIMITED,SANDHYA MARINES LIMITED,"R.S.NO. 117, 118, 119 127 & 130
POOLAPALLI VILLAGE, 
PALAKOLE MANDAL,
WEST GODAVARI DISTRICT - 534 250, ANDHRA PRADESH, INDIA",ANDHRA PRADESH,India,"FREEZING OF RAW FISH & FISHERY PRODUCTS (IQF),
FREEZING OF COOKED/BLANCHED FISH & FISHERY PRODUCTS (IQF),
FREEZING OF RAW MARINATED FISH & FISHERY PRODUCTS (IQF), 
FREEZING OF RAW BATTERED & BREADED FISH & FISHERY PRODUCTS (IQF) - SEA CAUGHT AND AQUACULTURE",26/05/2028
1999,SAI MARINE EXPORTS PVT. LTD.,SAI MARINE EXPORTS PVT. LTD.,"S.No.247 & 248, Narayana Reddy Peta, Nellore Rural & Mandal, SPSR Nellore District- 524 314, Andhra Pradesh",SPSR Nellore District- 524 314,India,"Freezing of Raw Fish & Fishery Products (IQF & Block Frozen), Freezing of Cooked and Blanched Fish & Fishery Products (IQF) (Aquaculture Shrimps Only)",08/03/2028
204,K. R. Sea Foods Pvt. Ltd.,K. R. Sea Foods Pvt. Ltd.,"Plot No. 1006/1007, GIDC Estate, Veraval-362269, Gujarat, India",Gujarat,India,FROZEN (BLOCK/IQF) RAW FISH & FISHERY PRODUCTS (INCLUDING AQUACULTURE) AND RAW FROZEN SURIMI PASTE,23/03/2026
214,Indian Exports,Indian Exports,"Plot No.1316/1-2, G.I.D.C. Estate, Veraval-362269, Gujarat-India",Veraval-362269,India,FREEZING OF RAW FISH & FISHERY PRODUCTS (BLOCK/BLAST-IF) (EXCLUDING AQUACULTURE),15/12/2027
222,Ulka Seafoods Pvt. Ltd. (Unit- II),Ulka Seafoods Pvt. Ltd. (Unit- II),"Orgao Marcela, Goa 403107, India",Goa 403107,India,Fresh/Chilled and frozen (Block/IF-Blast) Raw Fish and Fishery Products (Including Aquaculture),12/02/2026
224,Corlim Marine Exports Pvt. Ltd,Corlim Marine Exports Pvt. Ltd,"Plot No. 25-32, Phase III- B, Sancoale Industrial Estate, Zuari Nagar,Goa- 403726, India",Goa- 403726,India,Frozen (Block/IF-Blast) Raw Fish and Fishery Products (Including Aquaculture),13/02/2026
229,Mamta Cold Storage,Mamta Cold Storage,"Plot No.806,G.I.D.C.Estate,Veraval- 362269,Gujarat,India",Gujarat,India,FROZEN (BLOCK/BLAST-IF) RAW FISH AND FISHERY PRODUCTS (EXCLUDING AQUACULTURE),23/03/2026
234,HMG Industries Limited,HMG Industries Limited,"C-21/6,TTC Industrial Area, Pawne MIDC,Thane-Belapur Road, Vashi, Navi Mumbai, Maharashtra-400703,India",Maharashtra-400703,India,"Fresh/Chilled Raw,Frozen (Block/IF-Blast/IQF) 
Raw /Blanched Fish and Fishery Products 
(Including Aquaculture)",22/04/2026
238,Bhavani Sea Foods,Bhavani Sea Foods,"Plot No.12/13, Fisheries Harbour, Bhidiya Plot, Veraval-362267, Gujarat, India",Gujarat,India,FROZEN (BLOCK/IF-BLAST) RAW FISH AND FISHERY PRODUCTS (EXCLUDING AQUACULTURE),16/03/2026
252,Amison  Fisheries Limited,Amison  Fisheries Limited,"279/37 A1 & A2, AT & Post Kelethar, Tarkarli Road, Malvan , Dist -Sindhudurg, Maharashtra- 416606",Dist -Sindhudurg,India,"Fresh/Chilled Raw, Frozen (Block/IF-Blast) Raw Fish & Fishery Products (Excluding Aquaculture)",23/07/2027
2603,Al Irfan Exports,Al Irfan Exports,"Poman, Mori Village,Bhendi Pada, Nr. Universal College,Dongri Pada, Kaman Bhiwandi Road, Palghar, Maharashtra-401208",Palghar,India,Packing of Fresh/ Chilled Fish and fishery Products (Including  Aquaculture),01/03/2026
2604,JOECONS MARINE EXPORTS PRIVATE LIMITED,JOECONS MARINE EXPORTS PRIVATE LIMITED,"Plot No. L-4 & M-23, Cuncolim Industrial Estate, Cuncolim, Salcete, South-Goa-403703, India",South-Goa-403703,India,"Packing of Fresh/Chilled Fish & Fishery Products, Freezing of Raw Fish & Fishery Products (Block/IF-Blast/IQF), Freezing of Blanched and Cooked Fish and Fishery Products(IQF) -Fishes (Histamine & Non- Histamine forming), Shrimps (Aquaculture/Sea caught) & Cephalopods",20/06/2027
2605,ATHOS COLLAGEN PRIVATE LIMITED,ATHOS COLLAGEN PRIVATE LIMITED,"Plot No. B-19, Gujarat Agro Infrastructure Mega Food Park, Village-Shah & Vasravi, Taluk Mangrol, District Surat, Gujarat-394410, India",Gujarat-394410,India,Processing and Packing of Fish Collagen and Fish Gelatin -Fishes (Histamine & Non- Histamine forming),24/08/2027
2606,AKE DRY SEA FOOD,AKE DRY SEA FOOD,"PLOT NO. 115/2,116/1, GIDC ESTATE, VANANA, PORBANDAR, GUJARAT-360575,INDIA",GUJARAT-360575,India,"Processing and Packing of Salted & Dried Fish & fishery products, Dried Fish & fishery products and Dried Fish Maws",29/08/2027
2607,Sun International,Sun International,"Plot No. 1403, GIDC Estate, Veraval-362269, Gujarat, India",Gujarat,India,Processing and Packing of Frozen (Block/IQF) Raw/ Blanched Fish and Fishery Products (Including Aquaculture),16/11/2027
2608,J M Sea Foods,J M Sea Foods,"Plot No.315 & 316, GIDC Estate, Veraval-362269, Gujarat, India",Gujarat,India,Processing and Packing of Frozen (Block/IQF/IF-Blast) Raw/ Blanched Fish and Fishery Products (Including Aquaculture),20/11/2027
2612,Salet Seafoods Private Limited -Unit I,Salet Seafoods Private Limited -Unit I,"Plot No 46 to 67, GIDC Industrial Estate, Vanana, Porbandar -360550, Gujarat, India",Gujarat,India,"Processing and Packing of Salted and Dried Fish and Fishery Products, Dried Fish and Fishery products and Dried Maws",15/05/2028
2617,JRK Marine Exports,JRK Marine Exports,"Sy No. 1071/2, Maktupur Road, Mangrol Bandar, Mangrol 362225, District Junagadh, Gujarat, India",Gujarat,India,Processing and Freezing of Raw/Blanched Fish & Fishery Products(Block Frozen/IF/IQF),25/05/2026
2620,AQUA FOODS EXIM,AQUA FOODS EXIM,"PLOT No.: B-4, ADDITIONAL LOTE MIDC, ASGANI VILLAGE, KHED TALUKA, RATNAGIRI DIST. MAHARASHTRA-415708",KHED TALUKA,India,"a. Fresh / Chilled F&FP
b. Raw Frozen F&FP( IQF / Block Frozen / IF )",26/03/2026
2621,Vasai Star Foods,Vasai Star Foods,"S/N 18, Poman Village, Vasai Bhiwandi Road, Palghar, Maharashtra, India-401208",Maharashtra,India,Packing of Fresh/chilled Fish and fishery products and Raw Frozen (IQF/ Block Frozen/IF) Fish and fishery products,13/03/2026
2623,Elaf Cold Storage Plant -1,Elaf Cold Storage Plant -1,"Plot No. M-63 and M-64, MIDC Taloja,Tal. Panvel, Dist.Raigad, Maharashtra 410208",Dist.Raigad,India,Packing of Fresh / Chilled Fish & Fishery Products and Frozen (Block / IF-Blast) Raw Fish & Fishery Products (Including Aquaculture),04/04/2026
2624,Elaf Cold Storage Plant - 2,Elaf Cold Storage Plant - 2,"Plot No. M-63 and M-64, MIDC Taloja,Tal. Panvel, Dist.Raigad, Maharashtra 410208",Dist.Raigad,India,Packing of Fresh / Chilled Fish & Fishery Products and Frozen (Block / IF-Blast / IQF) Raw / Blanched / Cooked Fish & Fishery Products (Including Aquaculture),04/04/2026
